Name,Location,Cuisine,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Parking Availability,Weekend Reservations,Weekday Reservations,Revenue
Restaurant 223,Suburban,American,3.3,65,36.64,1236,19988,8,73,135.4553171,5.8,7.8,Yes,20,37,541458.28
Restaurant 224,Downtown,Mexican,4.3,89,34.4,6478,65379,1,722,259.8274196,8.7,2.6,No,9,51,693634.35
Restaurant 225,Suburban,American,4.2,63,41.8,1770,19423,18,548,252.7634551,6,5.2,Yes,9,45,607293.95
Restaurant 226,Suburban,American,4.6,54,41.7,2145,22710,15,421,216.2225898,3.3,9.6,Yes,0,52,521957.6
Restaurant 227,Rural,Mexican,3.5,40,35.13,1522,23226,16,214,176.5060765,5.9,6.2,Yes,35,29,335909.42
Restaurant 228,Rural,Mexican,4.5,41,27.74,1393,22055,2,446,54.42784822,1.4,5.7,Yes,2,3,258850.41
Restaurant 229,Rural,Mexican,4.4,47,27.64,3015,37180,13,321,120.1109894,8.5,1.6,Yes,34,1,310539.42
Restaurant 230,Rural,Mexican,3.6,33,30.65,2524,28352,2,673,89.58437638,6.1,3.5,No,11,20,235807.3
Restaurant 231,Downtown,Mexican,4.1,82,33.26,6967,70628,14,476,62.79370419,6.9,1,Yes,80,60,634823.38
Restaurant 232,Rural,American,3.3,49,39.92,1773,24932,7,122,244.0199298,2.8,8.9,Yes,18,32,447377.62
Restaurant 233,Suburban,French,3.9,62,61.97,2255,29779,11,99,82.82802569,6,6.8,No,9,13,865261.45
Restaurant 234,Downtown,French,4.8,73,59.98,6212,63673,15,672,139.3532232,5.8,2.1,Yes,42,57,997633.93
Restaurant 235,Suburban,Italian,3.8,56,51.71,917,15305,17,574,294.3642194,6.6,4.3,Yes,25,27,662599.11
Restaurant 236,Suburban,French,4.7,51,64.04,2430,30277,17,120,152.2883563,8.6,8.3,Yes,7,45,749441.69
Restaurant 237,Suburban,Indian,4.2,70,31.99,4035,40734,15,980,85.37659731,7.9,2.3,No,51,40,523466.99
Restaurant 238,Rural,French,3.4,47,62.65,992,15247,16,541,222.4405941,5.9,3.1,Yes,38,8,671570.7
Restaurant 239,Rural,American,4.2,50,43.66,3759,37523,9,523,252.485427,9,5.9,No,1,33,504572.09
Restaurant 240,Downtown,Mexican,4,75,29.92,7781,78661,19,250,119.7876743,4.2,2.3,No,38,74,533141.59
Restaurant 241,Downtown,Mexican,3.8,85,28.56,3479,40110,9,852,252.3377521,5.4,4.4,No,53,18,556500.16
Restaurant 242,Rural,American,3.2,32,35.15,2260,30345,6,73,117.8802697,6.8,9.8,Yes,23,28,267477.1
Restaurant 243,Suburban,Indian,3.8,64,38.77,852,15906,1,518,223.2779595,5,5.9,No,39,55,556604
Restaurant 244,Downtown,French,3.1,90,58.61,5541,58801,5,486,81.20090489,4.3,7.3,No,28,43,1182387.96
Restaurant 245,Rural,American,3.2,49,38.93,1939,20107,5,263,156.9557372,2,7,No,7,37,433410.6
Restaurant 246,Rural,Italian,3.8,39,48.7,1629,22679,1,344,180.1234863,6.7,2.9,No,14,8,427083.55
Restaurant 247,Rural,Mexican,3.6,38,30.49,900,10927,1,196,231.3208943,2.7,8.6,Yes,25,6,263621.32
Restaurant 248,Suburban,Japanese,4.9,60,72.73,2805,34074,6,989,212.5077975,2.2,2.1,Yes,47,30,977311.61
Restaurant 249,Rural,Italian,3.8,43,53.49,1765,18516,9,431,263.3357,2.6,9.3,Yes,35,2,525079.76
Restaurant 250,Rural,Indian,4.5,41,34.32,2785,27596,19,735,96.07276698,7.2,2.9,No,40,7,340849.62
Restaurant 251,Rural,Italian,4.1,36,52.29,3828,42704,5,478,215.3116372,2.2,9.6,Yes,3,8,432562.75
Restaurant 252,Rural,American,4.4,40,42.93,3846,45447,17,465,81.93752558,9.8,8.2,No,32,14,413012.93
Restaurant 253,Downtown,French,3.5,86,58.27,4894,50578,12,54,169.5199803,7.8,2.5,Yes,11,7,1125633.94
Restaurant 254,Downtown,Mexican,4.9,78,26.06,5628,56521,6,893,181.1393826,4.5,2.4,No,49,64,470605.75
Restaurant 255,Rural,Indian,4.1,42,39.84,3764,39174,13,921,56.81585585,6.3,1.8,Yes,10,35,394737.82
Restaurant 256,Suburban,Indian,4.7,65,37.45,3094,30981,8,439,67.589174,1.1,3.2,No,52,6,552490.9
Restaurant 257,Downtown,Japanese,3.7,72,72.13,4291,41717,3,899,259.8179527,8.6,6.9,Yes,49,9,1162599.73
Restaurant 258,Rural,Italian,3.2,34,45.65,1758,22600,11,56,121.6970895,3.4,5.7,No,29,20,361575.75
Restaurant 259,Downtown,Japanese,4.3,86,74,5864,62668,1,772,136.5362874,1.6,6.5,Yes,30,34,1416975.4
Restaurant 260,Downtown,French,3,70,61.23,4751,50603,14,832,210.1015567,7.8,1.3,Yes,1,47,971465.59
Restaurant 261,Suburban,French,4,70,64.33,974,14261,13,539,105.1786566,4,1.7,No,65,62,1013450.86
Restaurant 262,Rural,Japanese,3.4,38,75.72,2053,28918,15,378,98.21564583,6.1,7.2,Yes,11,32,660329.2
Restaurant 263,Rural,Mexican,4.3,46,35.53,3277,37296,8,325,155.3852574,8.6,8.6,Yes,17,11,382954.36
Restaurant 264,Suburban,French,5,62,64.42,4415,51952,15,289,64.74917336,8,4.2,Yes,7,12,906816.84
Restaurant 265,Suburban,Japanese,3.9,64,65.12,2228,23564,13,876,279.2425626,4,2.5,No,2,30,937327.96
Restaurant 266,Rural,Italian,4.6,50,54.74,2150,27020,1,53,285.0272229,8.8,3.8,No,34,14,614012.52
Restaurant 267,Rural,Japanese,4,37,65.83,2173,29530,11,763,162.0500411,4.5,4.7,Yes,32,34,559627.27
Restaurant 268,Suburban,Japanese,4,57,74.36,1282,17743,15,155,102.3098505,5.5,6.7,No,30,8,955281.71
Restaurant 269,Downtown,American,4.9,71,38.08,9699,102358,4,89,167.6436487,6.5,4.7,Yes,67,69,626729.2
Restaurant 270,Downtown,French,4.8,79,61.71,2197,29466,6,626,74.98329748,1.6,9.1,Yes,22,66,1090445.99
Restaurant 271,Suburban,Mexican,4.6,54,25.42,1473,17069,12,596,149.4493291,6.4,4.6,No,36,51,324583.41
Restaurant 272,Downtown,Mexican,3.6,85,33.48,6580,69223,1,605,68.41638717,6.2,2.6,No,44,13,645079.71
Restaurant 273,Suburban,American,4.1,68,36.23,3500,39160,10,312,226.5414259,8.9,3.2,No,34,13,565121.97
Restaurant 274,Downtown,Indian,3.4,70,34.52,3225,37690,18,711,118.9283875,4.2,5.2,No,64,48,563901.84
Restaurant 275,Downtown,Mexican,3.9,82,33.99,6004,67342,1,328,180.1648708,3.2,8,No,2,64,632264.86
Restaurant 276,Rural,Japanese,4,33,72.65,3590,43377,7,626,53.38483758,5.3,8.8,Yes,9,32,550876.05
Restaurant 277,Rural,American,4.7,36,35.07,1512,20658,2,393,181.1591156,7.2,2.7,No,29,23,289352.42
Restaurant 278,Downtown,Italian,4.8,70,49.43,4179,50275,8,837,50.81698444,6.1,1,No,27,9,781547.63
Restaurant 279,Downtown,French,3.8,71,55.46,7330,73117,1,593,281.2980438,2.2,8.8,No,3,38,886958.25
Restaurant 280,Rural,French,3,45,62.41,921,10700,19,528,175.2894734,4.1,3.1,Yes,44,17,644430.06
Restaurant 281,Rural,French,4.7,43,65.66,4034,42924,6,914,75.01662395,1.6,8.4,No,3,9,640133.34
Restaurant 282,Rural,Japanese,3.3,34,72.21,3140,32514,11,213,135.2636965,7.7,6,No,22,5,564237.03
Restaurant 283,Suburban,Italian,4.2,63,47.47,4175,49664,19,451,61.51678336,8.9,4.6,Yes,39,34,693806.6
Restaurant 284,Downtown,American,3,86,38.91,1654,19454,10,534,182.7238582,1.4,2.3,Yes,22,68,752704.54
Restaurant 285,Rural,American,3.8,41,45.74,3570,44348,16,402,80.58580396,5.7,7,No,14,8,442432.14
Restaurant 286,Downtown,French,5,89,57.46,9157,99485,16,722,168.2768803,6.1,8.4,Yes,76,66,1171515.93
Restaurant 287,Suburban,Italian,3.2,61,51.18,3103,32294,10,886,126.3769709,4.9,5.1,Yes,0,56,709620.9
Restaurant 288,Suburban,Italian,3.8,52,49.4,3779,37179,18,131,240.3958506,5.5,5,No,36,46,597657.45
Restaurant 289,Rural,Italian,3.6,50,53.45,974,17166,18,314,170.5638207,7.4,7.8,No,23,47,617566.3
Restaurant 290,Suburban,Mexican,4.8,70,34.54,1665,24849,3,91,262.0463227,5.4,5.5,Yes,43,60,545427.77
Restaurant 291,Downtown,Mexican,4.7,71,28.75,5538,57313,12,248,285.3370947,9.3,8.1,Yes,64,7,481443.65
Restaurant 292,Rural,French,3.5,50,62.26,864,16308,10,432,292.3812171,5.9,1.5,Yes,44,9,701722.18
Restaurant 293,Downtown,Italian,3.2,90,51.04,1475,14263,16,256,115.0490881,1.6,8.7,No,76,24,1035690.05
Restaurant 294,Downtown,Indian,4.3,84,33.06,6217,69639,9,159,241.8921725,9.6,3.4,Yes,37,66,640202.39
Restaurant 295,Suburban,Italian,3.7,60,47.99,2487,24540,18,693,159.5277051,2.3,2.5,No,16,53,660643.41
Restaurant 296,Suburban,American,4.3,59,40.92,3436,38366,13,479,156.5432891,8.1,1.3,No,55,39,558304.1
Restaurant 297,Suburban,American,3.1,67,36.69,1262,17309,14,792,267.0576036,5.7,8.5,Yes,50,46,567317.06
Restaurant 298,Suburban,French,3.3,70,63.92,3107,39041,19,121,86.41722581,7.7,1.5,No,29,47,1015206.07
Restaurant 299,Suburban,Indian,4.4,51,30.76,3409,42852,14,457,169.452577,5.6,9.6,Yes,19,18,374466.66
Restaurant 300,Rural,Italian,3.4,36,46.04,2186,23445,2,889,198.2208099,1.5,6.1,No,4,16,375929.41
Restaurant 301,Downtown,Indian,4.7,76,33.76,5779,64754,11,685,66.53085677,4.4,7.3,No,68,25,595167.32
Restaurant 302,Downtown,French,3.1,76,56.3,1990,27591,8,758,266.1285635,6.6,7.5,No,36,41,962322.85
Restaurant 303,Downtown,American,3.4,83,40.23,1547,20996,3,328,128.5847771,6.7,3.6,No,79,5,746816.33
Restaurant 304,Downtown,American,5,71,39.4,8590,88275,15,156,214.2049118,9.8,8.3,No,20,59,657403.95
Restaurant 305,Suburban,Mexican,3.9,51,32.94,2651,29854,13,488,282.0200004,6.5,9.5,Yes,33,4,396570.84
Restaurant 306,Downtown,French,4.4,84,65.48,7175,77600,8,915,229.9386798,3.6,4.3,No,69,34,1239737.02
Restaurant 307,Rural,French,3.4,40,63.29,2351,22108,13,704,271.5026337,1.4,8.5,Yes,5,35,580941.9
Restaurant 308,Rural,Italian,4.2,39,46.97,963,12078,16,100,67.38617055,8.1,7.9,No,9,34,429438.88
Restaurant 309,Downtown,Italian,4.5,72,55.29,4993,50577,1,172,173.1836685,9,6.3,No,5,11,891709.71
Restaurant 310,Downtown,Mexican,3.6,86,29.31,6460,68476,2,611,191.2080314,6.5,4.3,No,66,44,576984.44
Restaurant 311,Rural,Japanese,4.7,38,70.22,2696,33410,13,480,222.2597202,5.3,4.7,No,24,3,610941.28
Restaurant 312,Rural,Indian,4.2,44,34.64,1368,17586,14,900,79.21456349,8.7,3.8,No,19,7,359672.98
Restaurant 313,Suburban,Japanese,3.8,63,68.09,2244,25275,2,842,214.19732,3.2,4.8,No,34,26,955836.88
Restaurant 314,Rural,Japanese,4.1,48,74.85,1518,24197,16,600,86.49838772,4.6,9.9,No,0,27,816781
Restaurant 315,Suburban,French,4.2,66,58.65,1199,20699,14,373,66.9032018,5.6,4.3,Yes,51,7,873658.25
Restaurant 316,Suburban,Indian,3.3,69,36.36,981,12078,7,991,167.329802,1.4,7,No,30,43,567347.64
Restaurant 317,Suburban,French,3.8,66,57.64,1940,23254,14,889,200.0938215,7.2,3.9,No,5,53,861872.38
Restaurant 318,Suburban,Indian,3.7,65,38.77,1776,17886,18,424,289.5294069,2.7,5.2,No,8,13,579061.42
Restaurant 319,Suburban,American,3.8,69,43.52,2098,21621,17,923,224.6563568,4,1.8,No,11,40,685824.29
Restaurant 320,Downtown,French,4.5,77,58.26,4665,53437,5,830,197.8476904,4.7,7.9,No,65,69,1012874.57
Restaurant 321,Rural,French,4,36,62.5,1266,16523,11,727,103.6412252,6.7,6.9,No,2,21,516166.65
Restaurant 322,Suburban,French,4.9,61,62.74,3629,42364,18,597,88.0110917,1.6,4.1,No,12,24,870008
Restaurant 323,Rural,Mexican,3.6,30,31.19,1163,12374,16,470,201.8183062,4.1,5.7,Yes,8,7,229589.35
Restaurant 324,Rural,French,3.8,41,61.61,923,17715,10,987,105.7372598,3.5,8.8,No,39,38,578334.41
Restaurant 325,Suburban,Italian,4.6,55,51.32,3716,37464,6,425,226.6512731,1,1.4,Yes,40,39,637700.88
Restaurant 326,Downtown,Italian,4.1,85,45.9,5416,63220,14,158,78.61927297,7.2,9.4,No,71,3,891726.1
Restaurant 327,Suburban,Indian,4.1,67,37.37,1238,12549,2,804,134.9089559,3.1,5.2,No,21,34,560627.81
Restaurant 328,Downtown,American,3.1,88,40.17,6049,66318,9,540,243.2716909,2.5,8.7,Yes,79,80,808612.67
Restaurant 329,Rural,Mexican,3.8,32,29.82,779,13070,13,685,257.75927,8.2,8.8,No,31,10,234893.18
Restaurant 330,Downtown,Indian,3.5,72,39.46,4069,46007,12,272,136.3101934,1.4,1.5,No,34,19,646694.51
Restaurant 331,Downtown,Italian,5,74,45.26,4240,48828,2,68,101.6799825,9.1,8,No,64,47,757994.82
Restaurant 332,Downtown,Mexican,3.6,72,27.76,5818,63057,3,598,289.5499653,7.2,7.6,No,70,51,464554.49
Restaurant 333,Rural,Mexican,4.8,48,26.34,3024,39000,13,266,240.2689985,2.5,1.4,No,39,37,300855.92
Restaurant 334,Rural,American,4.4,34,35.39,1961,27461,1,662,251.764822,4.2,9.5,No,10,31,278453.48
Restaurant 335,Downtown,Mexican,3.7,83,28.03,6330,68646,4,754,105.6879125,9.5,6.7,No,10,81,538587.34
Restaurant 336,Downtown,French,4.1,90,65.87,6471,70545,18,646,156.109662,6.6,2.5,Yes,76,32,1342487.41
Restaurant 337,Suburban,Mexican,4.7,65,27.97,3564,38283,13,282,67.05218281,6.5,2.1,Yes,40,58,426018.16
Restaurant 338,Downtown,American,4.8,70,42.3,7866,88239,6,600,77.34987205,6.9,6.1,No,3,14,679089.05
Restaurant 339,Suburban,Indian,3.3,66,31.3,2773,34305,6,459,105.2397609,5.2,1.5,No,2,43,469961.45
Restaurant 340,Downtown,American,3.7,80,41.62,1733,20535,15,603,125.8086577,2.5,2.5,No,73,34,755967.99
Restaurant 341,Suburban,American,3.7,58,45.83,3440,38375,18,561,299.2962007,2.4,9.5,Yes,4,57,617079.04
Restaurant 342,Rural,Italian,3.1,50,48.21,1502,16681,17,239,155.5221413,7.2,7.7,No,11,23,557553.69
Restaurant 343,Downtown,French,4.2,73,64.33,7010,75771,14,870,224.4689457,9,6.5,No,33,30,1070290.05
Restaurant 344,Downtown,Italian,4.7,71,55.97,5515,64681,4,355,276.1117942,3.7,2.9,No,52,31,894439.59
Restaurant 345,Downtown,Indian,3.8,78,36.47,4860,49793,1,922,111.5142079,5.5,3,Yes,37,32,642370.62
Restaurant 346,Downtown,Japanese,4.5,74,68.4,1930,25040,8,502,86.18054877,9.9,5,No,3,10,1129980.6
Restaurant 347,Suburban,Indian,4.3,53,37.41,3283,34814,11,156,110.8145494,3.3,7.8,No,10,31,459278.88
Restaurant 348,Downtown,French,3.8,74,64.29,4983,50860,13,718,270.6054218,4.5,1,Yes,73,46,1076737.75
Restaurant 349,Rural,Mexican,3.3,47,26.88,1956,26865,17,274,216.4215086,4.3,1.4,Yes,6,2,301566.13
Restaurant 350,Rural,American,4.4,42,39.98,1685,19997,14,435,162.8337808,1.3,8.8,Yes,8,7,391783.09
Restaurant 351,Downtown,Japanese,4.7,74,68.51,6504,65635,17,579,255.0706867,5.6,8.3,No,17,32,1151775.8
Restaurant 352,Rural,French,4.4,48,58.12,3125,39502,1,109,109.1816107,2.9,7.3,Yes,46,38,628820.12
Restaurant 353,Downtown,Italian,3,72,54.47,2347,26510,8,421,109.7938436,2.2,5.5,No,26,40,880015.98
Restaurant 354,Downtown,American,3.4,87,39.64,6652,66030,19,191,191.805023,7.4,2.3,No,27,7,794120.18
Restaurant 355,Rural,Indian,3.1,35,33.73,1983,21675,11,167,247.5156893,7.9,1.9,No,31,25,280721.58
Restaurant 356,Downtown,Italian,4.1,75,51.64,4675,52673,10,729,114.8896292,9,9.1,Yes,73,18,883040.39
Restaurant 357,Rural,French,4.5,34,57.41,2105,29900,1,241,102.5085846,9.4,4.4,No,33,8,442863.17
Restaurant 358,Suburban,French,3.2,50,57.53,2077,21107,5,335,168.4936748,8.8,7.3,Yes,4,37,650203.08
Restaurant 359,Downtown,Indian,4.7,77,35.72,8058,82120,16,590,83.5511725,2.1,5.1,Yes,19,6,640212.36
Restaurant 360,Suburban,Japanese,4.1,50,69.5,2747,28480,5,718,236.9529369,3,7.6,No,29,3,780529.5
Restaurant 361,Rural,Indian,4.4,50,33.24,4327,43412,16,68,194.3327306,2.1,2.7,No,32,5,392404.98
Restaurant 362,Suburban,Mexican,4.9,55,25.59,3872,41780,3,651,178.1353023,4.2,5.4,Yes,18,33,326535.64
Restaurant 363,Suburban,Italian,3.2,69,50.73,958,9096,2,671,268.0658534,2.1,4.4,No,1,60,778159.36
Restaurant 364,Rural,Japanese,4.8,43,73.98,3790,42241,17,619,233.1404562,6.9,3.2,No,17,15,730122.07
Restaurant 365,Suburban,American,3.3,60,44.37,1181,17676,1,165,87.31744799,7.5,6.4,Yes,13,9,594933.24
Restaurant 366,Suburban,Mexican,3.8,51,27.59,839,14871,16,89,155.1079546,2.4,5.8,No,4,35,331508.77
Restaurant 367,Rural,Japanese,4.7,50,71.6,948,16187,2,314,130.3176388,6.6,5.5,Yes,17,13,797077.35
Restaurant 368,Suburban,Italian,4.8,53,54.41,4508,48685,7,170,250.5173595,1.2,6.3,Yes,44,6,654543.62
Restaurant 369,Rural,French,4,42,59.5,3278,41012,11,671,229.759196,4.9,2.3,No,14,1,571083.1
Restaurant 370,Suburban,American,4.2,56,45.25,3073,38038,6,413,168.002522,3.6,4.3,Yes,22,30,574586.4
Restaurant 371,Rural,Indian,4.4,35,39.93,3358,34711,2,254,255.9116272,10,3.9,Yes,3,28,323531.83
Restaurant 372,Rural,Italian,4.7,32,47.29,1246,22007,14,535,152.5167845,9.3,7.9,No,1,26,359324.5
Restaurant 373,Suburban,Mexican,3.2,58,27.85,2922,34829,4,720,250.8880076,2.3,1.3,Yes,23,16,368201.3
Restaurant 374,Suburban,Mexican,4.6,63,26.98,1731,18477,19,895,58.01872373,9.3,3.5,Yes,11,15,403654.89
Restaurant 375,Suburban,French,4,69,57.16,2137,22180,2,144,83.65474414,4.8,9.3,Yes,28,27,880541.06
Restaurant 376,Downtown,French,3.9,80,64.99,5462,61394,2,448,238.993602,6.2,3.7,No,5,59,1161892.86
Restaurant 377,Downtown,American,3.8,74,45.24,2080,24723,13,595,78.5973107,5.8,2.4,Yes,23,5,757072.31
Restaurant 378,Downtown,Indian,4,83,30.57,3339,42076,13,803,220.9402601,7.5,7.8,Yes,16,5,585681.16
Restaurant 379,Rural,American,4.9,48,41.53,2096,29656,3,879,230.8934495,4,1.4,No,31,26,451015.37
Restaurant 380,Suburban,French,4.1,57,61.21,1577,23539,6,379,215.5488393,1.6,4.8,No,24,52,782236.84
Restaurant 381,Rural,French,4.9,36,59.3,4776,54940,17,874,254.5580313,4.8,8.7,No,25,33,506369.6
Restaurant 382,Downtown,Mexican,3.4,76,31.95,4261,46862,1,710,177.9042675,5.9,9.6,Yes,70,16,553428.1
Restaurant 383,Suburban,French,4.4,52,65.42,2868,32785,7,664,274.2592657,6,3.2,Yes,34,9,766685.27
Restaurant 384,Rural,Japanese,4.6,32,66.87,3653,36271,7,359,192.3740569,8.1,3.7,Yes,1,16,490672.8
Restaurant 385,Suburban,Italian,4.4,67,46.32,2848,32535,13,266,176.9682422,1.4,6.1,Yes,26,61,706863.95
Restaurant 386,Rural,French,4.2,42,55.37,2111,22408,9,726,177.3468275,9.9,3,No,7,1,530925.12
Restaurant 387,Suburban,American,4.1,50,39,3264,37129,18,217,278.0205544,9.9,2.4,No,34,13,460219.45
Restaurant 388,Downtown,Indian,4.7,74,33.71,6093,61916,1,581,110.9240089,1.9,4.8,Yes,17,55,566478.68
Restaurant 389,Downtown,Indian,4.6,73,34.74,4438,53381,11,158,223.7588606,4.1,1.7,Yes,22,20,580389.51
Restaurant 390,Suburban,Indian,3.2,65,35.54,1287,11877,11,248,110.653947,6.3,9,No,15,62,530318.83
Restaurant 391,Rural,Japanese,4.7,44,73.34,3547,42558,10,451,73.04374464,4.4,4,Yes,30,35,734021.74
Restaurant 392,Downtown,American,3.8,87,39.31,5867,61275,17,794,288.4359694,5.4,4,Yes,60,40,788056.68
Restaurant 393,Downtown,Japanese,3.5,86,68.64,2207,25074,17,221,82.43134489,3.9,8.1,Yes,33,44,1326057.24
Restaurant 394,Downtown,French,4.7,83,64.1,3826,38933,12,233,221.5483129,7.4,4.1,No,0,52,1194380.55
Restaurant 395,Suburban,Italian,3.9,63,54.35,3315,34988,10,779,156.1396815,4.3,7.8,No,8,19,775664.3
Restaurant 396,Suburban,Indian,4.6,68,32.56,3172,31405,12,66,259.2753417,4.9,2.6,No,67,6,509470.65
Restaurant 397,Rural,American,3.5,35,38.46,1053,16753,6,603,243.3005458,6.2,5.8,No,19,21,311957.45
Restaurant 398,Rural,Indian,3,42,39.08,1152,19508,6,205,85.94210614,9.7,7.9,Yes,16,27,379051.68
Restaurant 399,Rural,Japanese,4,47,65.87,2396,32459,6,70,166.954186,6.8,5,Yes,43,19,699340.8
Restaurant 400,Suburban,Mexican,3.2,64,28.58,2868,35531,8,470,56.88307043,1.9,1.6,No,9,31,418489.03
Restaurant 401,Suburban,French,4.5,56,59.93,2300,25008,5,200,157.3808785,3.9,7.6,Yes,45,18,754607.51
Restaurant 402,Rural,Italian,3.6,48,47.06,2431,24054,6,160,225.0539556,4.8,5.4,No,42,27,514211.06
Restaurant 403,Rural,French,3.9,46,56.98,2744,34168,2,865,108.0390535,7.7,3.8,Yes,39,24,592910.66
Restaurant 404,Suburban,Mexican,3.2,58,29.67,1564,18504,17,364,252.5083516,5,9.9,Yes,12,21,406296.65
Restaurant 405,Rural,Italian,3.6,40,53.3,1016,13405,8,689,63.29120655,6.9,8.9,Yes,37,1,488405.65
Restaurant 406,Downtown,Mexican,4.6,74,34.24,4417,49602,9,929,58.64159054,8.6,1.3,No,15,69,582683.2
Restaurant 407,Suburban,French,3.3,51,65.77,1831,26211,8,507,56.86313702,1.9,6.3,Yes,38,32,756360.08
Restaurant 408,Rural,Japanese,4.3,44,65.81,884,12406,11,101,120.0067179,7.9,4.2,Yes,32,41,658147.59
Restaurant 409,Suburban,French,4.8,61,57.38,3160,40945,10,322,166.7764522,7.7,1.3,Yes,26,45,792544.65
Restaurant 410,Downtown,French,4.4,79,63.32,5019,53720,17,855,76.86175307,8.4,1.1,Yes,78,53,1137468.74
Restaurant 411,Suburban,French,4.6,59,60.95,3666,45676,13,434,299.1858987,9.6,6.3,No,15,2,818171.9
Restaurant 412,Suburban,American,3.2,69,38.6,1168,11071,9,636,299.8902704,3.8,3.9,Yes,5,63,602336.95
Restaurant 413,Suburban,Mexican,3.5,60,27.26,2036,28584,15,978,179.9505915,4.9,7.3,Yes,28,23,387125.86
Restaurant 414,Suburban,Mexican,4.8,59,28.09,4430,53539,13,912,192.0023837,3.4,5.1,No,39,11,392751.34
Restaurant 415,Downtown,Indian,4.4,76,34.72,8641,91731,13,861,281.7020949,3.9,7.9,No,16,68,618966.21
Restaurant 416,Suburban,Mexican,4.3,63,26.95,4077,42095,13,137,242.4481948,4,8.3,Yes,39,21,401090.4
Restaurant 417,Suburban,Indian,4.3,62,40.61,1791,20721,4,69,91.9869196,8.8,6.9,Yes,6,19,568128.38
Restaurant 418,Rural,American,3.8,34,36.18,865,13191,10,480,248.1222288,1.6,4.8,No,33,32,287865.03
Restaurant 419,Suburban,Japanese,3.1,68,75.84,841,14534,15,630,107.7350833,2.8,9.9,No,54,67,1163184.12
Restaurant 420,Rural,Indian,4.6,39,39.26,2998,37452,10,219,157.5619567,6.5,3.8,Yes,35,25,359632.86
Restaurant 421,Downtown,French,4.4,77,59.65,2783,30922,8,715,183.1270614,7.9,5.6,No,25,15,1030164.55
Restaurant 422,Downtown,Japanese,3.9,87,73.14,4242,47819,10,866,229.2498248,7.3,5.7,No,25,83,1428421.49
Restaurant 423,Downtown,American,4.8,70,42.39,9398,101939,17,155,87.53757443,1.4,4.9,Yes,10,18,690679.57
Restaurant 424,Downtown,Mexican,3.7,74,27.35,3354,36868,5,376,69.0424637,5.1,2.1,Yes,24,30,460937.4
Restaurant 425,Rural,Indian,3.6,40,33.73,1812,23236,13,268,266.5308325,2.7,4.2,No,35,2,317588.61
Restaurant 426,Suburban,French,4.7,69,60.64,2217,25353,19,835,256.6981228,9.9,2.9,Yes,41,54,953754.99
Restaurant 427,Downtown,Italian,4.6,80,52.02,9136,91975,12,919,180.8163355,10,9.1,Yes,47,10,956046.29
Restaurant 428,Suburban,Italian,4,65,50.97,2107,26227,12,656,215.590951,1.5,6.9,Yes,1,15,748357.32
Restaurant 429,Rural,Japanese,3.3,39,70.2,2128,25938,2,314,229.8253299,7,3.6,No,27,38,616558.1
Restaurant 430,Rural,Mexican,3.4,44,29.87,2421,25193,9,371,169.1328393,8.3,6.1,No,0,40,310855.27
Restaurant 431,Rural,Italian,4.3,36,50.48,4018,44619,2,807,114.3076214,3.9,8.7,No,5,0,416408.67
Restaurant 432,Downtown,Japanese,3.8,84,69.78,3162,31347,1,365,170.3481018,7.2,9.4,No,39,31,1304897.83
Restaurant 433,Suburban,American,4.7,65,40.95,1205,21453,14,157,287.6994977,2.7,1.7,Yes,35,18,604487.75
Restaurant 434,Suburban,Japanese,4.9,55,74.77,2096,22597,13,854,259.4581284,2.2,8.1,Yes,0,25,926605.75
Restaurant 435,Suburban,Japanese,4.6,60,71.96,3304,39219,3,992,166.3868748,9.3,9.7,No,48,40,973287.83
Restaurant 436,Rural,Japanese,3.8,46,72.95,2126,23098,5,798,106.3947583,6.8,5.2,No,14,20,754318.5
Restaurant 437,Downtown,French,4.6,84,61.57,5645,63269,2,558,272.403607,8.4,10,No,64,10,1161144.85
Restaurant 438,Rural,Japanese,3.7,45,72.07,2944,34640,18,590,209.5602726,5.8,9.6,Yes,18,6,745007.53
Restaurant 439,Rural,Indian,3.3,31,36.36,1445,14471,9,624,151.1849891,2.4,6.9,No,24,5,265691.53
Restaurant 440,Suburban,Japanese,3.1,53,65.3,2419,25056,12,576,77.91438526,4.4,8.6,Yes,13,24,784886.5
Restaurant 441,Rural,French,3.8,48,66,1705,18675,5,287,237.9409093,8.9,3.7,No,21,31,712589.25
Restaurant 442,Suburban,French,4.8,55,55.37,3814,44610,18,58,129.2430931,1.1,9.3,No,22,32,701189.13
Restaurant 443,Downtown,American,3.5,87,39.35,6925,76160,2,385,201.5764786,2.9,6.3,Yes,61,15,774291.65
Restaurant 444,Suburban,Mexican,3.4,70,26.16,892,16033,10,371,192.404308,3.3,5.6,No,33,35,420143.33
Restaurant 445,Downtown,Italian,4.9,80,46.07,3851,38814,10,50,224.9057693,3.4,8.5,No,10,16,832111.42
Restaurant 446,Suburban,Italian,3.1,58,53.73,2739,30628,3,170,184.4052769,1.9,9,No,15,44,700078.43
